ProdName,Annotations
Color None Goodluck None Printer and Scanner,"[(0, 5, 'Color_type'), (6, 10, 'Print_type'), (11, 19, 'Brand'), (20, 24, 'Prod_spec'), (25, 44, 'Category')]"
None None Printer and Scanner Color Goodluck,"[(0, 4, 'Prod_spec'), (5, 9, 'Print_type'), (10, 29, 'Category'), (30, 35, 'Color_type'), (36, 44, 'Brand')]"
Color None None Printer and Scanner Goodluck,"[(0, 5, 'Color_type'), (6, 10, 'Prod_spec'), (11, 15, 'Print_type'), (16, 35, 'Category'), (36, 44, 'Brand')]"
Epson Color None None Printer and Scanner,"[(0, 5, 'Brand'), (6, 11, 'Color_type'), (12, 16, 'Print_type'), (17, 21, 'Prod_spec'), (22, 41, 'Category')]"
None Printer and Scanner Color Goodluck None,"[(0, 4, 'Prod_spec'), (5, 24, 'Category'), (25, 30, 'Color_type'), (31, 39, 'Brand'), (40, 44, 'Print_type')]"
None None Color Goodluck Printer and Scanner,"[(0, 4, 'Print_type'), (5, 9, 'Prod_spec'), (10, 15, 'Color_type'), (16, 24, 'Brand'), (25, 44, 'Category')]"
Printer and Scanner Color None Goodluck None,"[(0, 19, 'Category'), (20, 25, 'Color_type'), (26, 30, 'Print_type'), (31, 39, 'Brand'), (40, 44, 'Prod_spec')]"
None Printer and Scanner Goodluck None Color,"[(0, 4, 'Print_type'), (5, 24, 'Category'), (25, 33, 'Brand'), (34, 38, 'Prod_spec'), (39, 44, 'Color_type')]"
None Goodluck Color None Printer and Scanner,"[(0, 4, 'Prod_spec'), (5, 13, 'Brand'), (14, 19, 'Color_type'), (20, 24, 'Print_type'), (25, 44, 'Category')]"
Goodluck None Printer and Scanner None Color,"[(0, 8, 'Brand'), (9, 13, 'Prod_spec'), (14, 33, 'Category'), (34, 38, 'Print_type'), (39, 44, 'Color_type')]"
Printer and Scanner None Goodluck Color None,"[(0, 19, 'Category'), (20, 24, 'Prod_spec'), (25, 33, 'Brand'), (34, 39, 'Color_type'), (40, 44, 'Print_type')]"
None Goodluck None Color Printer and Scanner,"[(0, 4, 'Prod_spec'), (5, 13, 'Brand'), (14, 18, 'Print_type'), (19, 24, 'Color_type'), (25, 44, 'Category')]"
Printer and Scanner Goodluck None None Color,"[(0, 19, 'Category'), (20, 28, 'Brand'), (29, 33, 'Print_type'), (34, 38, 'Prod_spec'), (39, 44, 'Color_type')]"
None Printer and Scanner Color Goodluck None,"[(0, 4, 'Print_type'), (5, 24, 'Category'), (25, 30, 'Color_type'), (31, 39, 'Brand'), (40, 44, 'Prod_spec')]"
None Goodluck Color Printer and Scanner None,"[(0, 4, 'Prod_spec'), (5, 13, 'Brand'), (14, 19, 'Color_type'), (20, 39, 'Category'), (40, 44, 'Print_type')]"
Wireless HP Printer and Scanner Monochrome DeskJet,"[(0, 8, 'Prod_spec'), (9, 11, 'Brand'), (12, 31, 'Category'), (32, 42, 'Color_type'), (43, 50, 'Print_type')]"
None Color Printer and Scanner HP LaserJet,"[(0, 4, 'Prod_spec'), (5, 10, 'Color_type'), (11, 30, 'Category'), (31, 33, 'Brand'), (34, 42, 'Print_type')]"
None None Printer and Scanner Color Canon,"[(0, 4, 'Print_type'), (5, 9, 'Prod_spec'), (10, 29, 'Category'), (30, 35, 'Color_type'), (36, 41, 'Brand')]"
HP None Printer and Scanner Monochrome Wireless,"[(0, 2, 'Brand'), (3, 7, 'Print_type'), (8, 27, 'Category'), (28, 38, 'Color_type'), (39, 47, 'Prod_spec')]"
Canon None None Color Printer and Scanner,"[(0, 5, 'Brand'), (6, 10, 'Print_type'), (11, 15, 'Prod_spec'), (16, 21, 'Color_type'), (22, 41, 'Category')]"
Wireless WIRELESS HP Monochrome INKTANK Printer and Scanner,"[(0, 17, 'Prod_spec'), (18, 20, 'Brand'), (21, 31, 'Color_type'), (32, 39, 'Print_type'), (40, 59, 'Category')]"
Color HP None None Printer and Scanner,"[(0, 5, 'Color_type'), (6, 8, 'Brand'), (9, 13, 'Print_type'), (14, 18, 'Prod_spec'), (19, 38, 'Category')]"
HP Wireless Printer and Scanner LaserJet Monochrome,"[(0, 2, 'Brand'), (3, 11, 'Prod_spec'), (12, 31, 'Category'), (32, 40, 'Print_type'), (41, 51, 'Color_type')]"
Color None None Printer and Scanner HP,"[(0, 5, 'Color_type'), (6, 10, 'Print_type'), (11, 15, 'Prod_spec'), (16, 35, 'Category'), (36, 38, 'Brand')]"
WOL3D None Printer and Scanner Color None,"[(0, 5, 'Brand'), (6, 10, 'Prod_spec'), (11, 30, 'Category'), (31, 36, 'Color_type'), (37, 41, 'Print_type')]"
Wireless None Epson Monochrome Printer and Scanner,"[(0, 8, 'Prod_spec'), (9, 13, 'Print_type'), (14, 19, 'Brand'), (20, 30, 'Color_type'), (31, 50, 'Category')]"
Marvel Color Printer and Scanner None None,"[(0, 6, 'Brand'), (7, 12, 'Color_type'), (13, 32, 'Category'), (33, 37, 'Print_type'), (38, 42, 'Prod_spec')]"
Wireless HP Laserjet Color Printer and Scanner,"[(0, 8, 'Prod_spec'), (9, 11, 'Brand'), (12, 20, 'Print_type'), (21, 26, 'Color_type'), (27, 46, 'Category')]"
None Printer and Scanner Flashforge None Color,"[(0, 4, 'Prod_spec'), (5, 24, 'Category'), (25, 35, 'Brand'), (36, 40, 'Print_type'), (41, 46, 'Color_type')]"
Monochrome Printer and Scanner DeskJet Wireless HP,"[(0, 10, 'Color_type'), (11, 30, 'Category'), (31, 38, 'Print_type'), (39, 47, 'Prod_spec'), (48, 50, 'Brand')]"
InkTank Monochrome None Printer and Scanner Epson,"[(0, 7, 'Print_type'), (8, 18, 'Color_type'), (19, 23, 'Prod_spec'), (24, 43, 'Category'), (44, 49, 'Brand')]"
Printer and Scanner Wireless HP None Color,"[(0, 19, 'Category'), (20, 28, 'Prod_spec'), (29, 31, 'Brand'), (32, 36, 'Print_type'), (37, 42, 'Color_type')]"
Printer and Scanner None Color Canon Wireless,"[(0, 19, 'Category'), (20, 24, 'Print_type'), (25, 30, 'Color_type'), (31, 36, 'Brand'), (37, 45, 'Prod_spec')]"
Canon None Wireless Printer and Scanner Color,"[(0, 5, 'Brand'), (6, 10, 'Print_type'), (11, 19, 'Prod_spec'), (20, 39, 'Category'), (40, 45, 'Color_type')]"
None Printer and Scanner Wireless Canon Color,"[(0, 4, 'Print_type'), (5, 24, 'Category'), (25, 33, 'Prod_spec'), (34, 39, 'Brand'), (40, 45, 'Color_type')]"
Samsung None None Monochrome Printer and Scanner,"[(0, 7, 'Brand'), (8, 12, 'Prod_spec'), (13, 17, 'Print_type'), (18, 28, 'Color_type'), (29, 48, 'Category')]"
Canon Printer and Scanner None Color None,"[(0, 5, 'Brand'), (6, 25, 'Category'), (26, 30, 'Print_type'), (31, 36, 'Color_type'), (37, 41, 'Prod_spec')]"
Wireless Color DeskJet HP Printer and Scanner,"[(0, 8, 'Prod_spec'), (9, 14, 'Color_type'), (15, 22, 'Print_type'), (23, 25, 'Brand'), (26, 45, 'Category')]"
HP Printer and Scanner None Monochrome Laser,"[(0, 2, 'Brand'), (3, 22, 'Category'), (23, 27, 'Prod_spec'), (28, 38, 'Color_type'), (39, 44, 'Print_type')]"
Canon Laser Printer and Scanner None Color,"[(0, 5, 'Brand'), (6, 11, 'Print_type'), (12, 31, 'Category'), (32, 36, 'Prod_spec'), (37, 42, 'Color_type')]"
Samsung Color None None Printer and Scanner,"[(0, 7, 'Brand'), (8, 13, 'Color_type'), (14, 18, 'Print_type'), (19, 23, 'Prod_spec'), (24, 43, 'Category')]"
Color Canon None Printer and Scanner None,"[(0, 5, 'Color_type'), (6, 11, 'Brand'), (12, 16, 'Prod_spec'), (17, 36, 'Category'), (37, 41, 'Print_type')]"
Wireless DeskJet Printer and Scanner HP Color,"[(0, 8, 'Prod_spec'), (9, 16, 'Print_type'), (17, 36, 'Category'), (37, 39, 'Brand'), (40, 45, 'Color_type')]"
HP Printer and Scanner Color None Wireless,"[(0, 2, 'Brand'), (3, 22, 'Category'), (23, 28, 'Color_type'), (29, 33, 'Print_type'), (34, 42, 'Prod_spec')]"
None Color Printer and Scanner HP None,"[(0, 4, 'Prod_spec'), (5, 10, 'Color_type'), (11, 30, 'Category'), (31, 33, 'Brand'), (34, 38, 'Print_type')]"
Printer and Scanner Wi-Fi Color EcoTank Epson,"[(0, 19, 'Category'), (20, 25, 'Prod_spec'), (26, 31, 'Color_type'), (32, 39, 'Print_type'), (40, 45, 'Brand')]"
Color Wireless None Printer and Scanner Canon,"[(0, 5, 'Color_type'), (6, 14, 'Prod_spec'), (15, 19, 'Print_type'), (20, 39, 'Category'), (40, 45, 'Brand')]"
LaserJet HP Printer and Scanner Color None,"[(0, 8, 'Print_type'), (9, 11, 'Brand'), (12, 31, 'Category'), (32, 37, 'Color_type'), (38, 42, 'Prod_spec')]"
None Color Printer and Scanner None Canon,"[(0, 4, 'Print_type'), (5, 10, 'Color_type'), (11, 30, 'Category'), (31, 35, 'Prod_spec'), (36, 41, 'Brand')]"
Canon Printer and Scanner None Color None,"[(0, 5, 'Brand'), (6, 25, 'Category'), (26, 30, 'Prod_spec'), (31, 36, 'Color_type'), (37, 41, 'Print_type')]"
None LaserJet Monochrome Printer and Scanner HP,"[(0, 4, 'Prod_spec'), (5, 13, 'Print_type'), (14, 24, 'Color_type'), (25, 44, 'Category'), (45, 47, 'Brand')]"
HP Wireless LaserJet Color Printer and Scanner,"[(0, 2, 'Brand'), (3, 11, 'Prod_spec'), (12, 20, 'Print_type'), (21, 26, 'Color_type'), (27, 46, 'Category')]"
Color None InkTank Printer and Scanner Epson,"[(0, 5, 'Color_type'), (6, 10, 'Prod_spec'), (11, 18, 'Print_type'), (19, 38, 'Category'), (39, 44, 'Brand')]"
None Color HP Printer and Scanner Laserjet,"[(0, 4, 'Prod_spec'), (5, 10, 'Color_type'), (11, 13, 'Brand'), (14, 33, 'Category'), (34, 42, 'Print_type')]"
None PRASH None Color Monochrome Printer and Scanner,"[(0, 4, 'Prod_spec'), (5, 10, 'Brand'), (11, 15, 'Print_type'), (16, 32, 'Color_type'), (33, 52, 'Category')]"
None Printer and Scanner Color None Canon,"[(0, 4, 'Prod_spec'), (5, 24, 'Category'), (25, 30, 'Color_type'), (31, 35, 'Print_type'), (36, 41, 'Brand')]"
Monochrome Printer and Scanner None Samsung None,"[(0, 10, 'Color_type'), (11, 30, 'Category'), (31, 35, 'Prod_spec'), (36, 43, 'Brand'), (44, 48, 'Print_type')]"
